ykgC	gproNOG.ENOG410QMIW.meta_raw
yihP	gproNOG.ENOG410QK9P.meta_raw
yrdA	gproNOG.ENOG410QPW9.meta_raw
group_4841	gproNOG.ENOG410QI2J.meta_raw
yfiN	gproNOG.ENOG410QJ27.meta_raw
STY1394	gproNOG.ENOG410R1W1.meta_raw
yidZ	gproNOG.ENOG410QN05.meta_raw
group_1234	gproNOG.ENOG410QN72.meta_raw
pduT	gproNOG.ENOG410QNM5.meta_raw
malE	gproNOG.ENOG410QK55.meta_raw
STY0701	gproNOG.ENOG410QQSE.meta_raw
STY3293	gproNOG.ENOG410QQ45.meta_raw
STY4857	gproNOG.ENOG410R3SU.meta_raw
pepP	gproNOG.ENOG410QIE8.meta_raw
yeaQ	gproNOG.ENOG410QU1D.meta_raw
group_2897	gproNOG.ENOG410QKPY.meta_raw
STY3332a	gproNOG.ENOG410QZ56.meta_raw
ybdM	gproNOG.ENOG410QM01.meta_raw
pckA	gproNOG.ENOG410QHX5.meta_raw
vpi	gproNOG.ENOG410QM0C.meta_raw
yigA	gproNOG.ENOG410QJ5Z.meta_raw
group_456	gproNOG.ENOG410QKUV.meta_raw
tcfD	gproNOG.ENOG410QT06.meta_raw
group_4713	gproNOG.ENOG410QWCY.meta_raw
cspA	gproNOG.ENOG410QU9P.meta_raw
yeaZ	gproNOG.ENOG410QIWA.meta_raw
yaeH	gproNOG.ENOG410QQPZ.meta_raw
hybA	gproNOG.ENOG410QJ3B.meta_raw
sbcC	gproNOG.ENOG410QJ7Q.meta_raw
STY2209	gproNOG.ENOG410QVIH.meta_raw
yjaG	gproNOG.ENOG410QIHY.meta_raw
mdoH	gproNOG.ENOG410QHXZ.meta_raw
yhbO	gproNOG.ENOG410QN4F.meta_raw
group_2806	gproNOG.ENOG410R8GN.meta_raw
secF	gproNOG.ENOG410QHV8.meta_raw
ygfZ	gproNOG.ENOG410QKJE.meta_raw
yfeJ	gproNOG.ENOG410QNYN.meta_raw
STY0059	gproNOG.ENOG410R28Z.meta_raw
cysM	gproNOG.ENOG410QII0.meta_raw
group_4001	gproNOG.ENOG410R1WH.meta_raw
group_4319	gproNOG.ENOG410R0UX.meta_raw
group_973	gproNOG.ENOG410QHUV.meta_raw
STY4851	gproNOG.ENOG410R0IE.meta_raw
cueO	gproNOG.ENOG410QKCY.meta_raw
dppF	gproNOG.ENOG410RB2F.meta_raw
pilR	gproNOG.ENOG410QKZD.meta_raw
group_4655	gproNOG.ENOG410QNWN.meta_raw
orgA	gproNOG.ENOG410QVWG.meta_raw
group_4813	gproNOG.ENOG410R5Q5.meta_raw
ach	gproNOG.ENOG410QKE1.meta_raw
yaiY	gproNOG.ENOG410QSAQ.meta_raw
fliB	gproNOG.ENOG410QTIJ.meta_raw
group_3889	gproNOG.ENOG410QMM1.meta_raw
fimI	gproNOG.ENOG410QVD5.meta_raw
bioC	gproNOG.ENOG410QSED.meta_raw
mipA	gproNOG.ENOG410QJS1.meta_raw
yedJ	gproNOG.ENOG410QM8S.meta_raw
yfgJ	gproNOG.ENOG410QWDQ.meta_raw
tmk	gproNOG.ENOG410QJ05.meta_raw
yiaO	gproNOG.ENOG410QP6T.meta_raw
STY3173	gproNOG.ENOG410QYU9.meta_raw
yccF	gproNOG.ENOG410QPZU.meta_raw
group_3742	gproNOG.ENOG410QHUB.meta_raw
yhdP	gproNOG.ENOG410QIG2.meta_raw
yneG	gproNOG.ENOG410QSAT.meta_raw
sohB	gproNOG.ENOG410QJMK.meta_raw
group_4116	gproNOG.ENOG410QK6X.meta_raw
apaG	gproNOG.ENOG410QTZR.meta_raw
marA	gproNOG.ENOG410QRGM.meta_raw
STY3805	gproNOG.ENOG410QHUW.meta_raw
group_9	gproNOG.ENOG410QKP4.meta_raw
iroN	gproNOG.ENOG410QI9U.meta_raw
srfA	gproNOG.ENOG410QMY3.meta_raw
yhhX	gproNOG.ENOG410QNPJ.meta_raw
aceK	gproNOG.ENOG410QJ8J.meta_raw
yghW	gproNOG.ENOG410QT9N.meta_raw
yckA	gproNOG.ENOG410R129.meta_raw
STY4830	gproNOG.ENOG410QYAJ.meta_raw
group_1165	gproNOG.ENOG410QJNG.meta_raw
group_3380	gproNOG.ENOG410R52X.meta_raw
group_2465	gproNOG.ENOG410QVIZ.meta_raw
group_3824	gproNOG.ENOG410QK7V.meta_raw
fsr	gproNOG.ENOG410RAIK.meta_raw
yohK	gproNOG.ENOG410QKA1.meta_raw
group_4626	gproNOG.ENOG410QYA8.meta_raw
cybB	gproNOG.ENOG410QJ0U.meta_raw
group_6658	gproNOG.ENOG410QKIZ.meta_raw
fruA	gproNOG.ENOG410QJEY.meta_raw
yfdX	gproNOG.ENOG410QRCR.meta_raw
group_277	gproNOG.ENOG410QSRV.meta_raw
vmtU	gproNOG.ENOG410QYAC.meta_raw
yiiU	gproNOG.ENOG410QTPU.meta_raw
group_5139	gproNOG.ENOG410QPGP.meta_raw
cII	gproNOG.ENOG410QR5R.meta_raw
STY4801	gproNOG.ENOG410QQCE.meta_raw
STY0034	gproNOG.ENOG410QY02.meta_raw
ybhC	gproNOG.ENOG410QJUT.meta_raw
vph	gproNOG.ENOG410QMN0.meta_raw
livG	gproNOG.ENOG410QJ5X.meta_raw
fliP	gproNOG.ENOG410QNBQ.meta_raw
sfsA	gproNOG.ENOG410QK6H.meta_raw
ydhB	gproNOG.ENOG410QIEK.meta_raw
moaE	gproNOG.ENOG410QSFB.meta_raw
cobZ	gproNOG.ENOG410QNQW.meta_raw
dedA	gproNOG.ENOG410QMCQ.meta_raw
fimH	gproNOG.ENOG410QMDX.meta_raw
group_3283	gproNOG.ENOG410QKIA.meta_raw
rplS	gproNOG.ENOG410QQXI.meta_raw
STY1804	gproNOG.ENOG410QKAR.meta_raw
ycdC	gproNOG.ENOG410QKCB.meta_raw
yecF	gproNOG.ENOG410QW3C.meta_raw
mrp	gproNOG.ENOG410QJI6.meta_raw
STY1041	gproNOG.ENOG410QU7U.meta_raw
yidH	gproNOG.ENOG410QRWC.meta_raw
group_4832	gproNOG.ENOG410R2H4.meta_raw
ybiU	gproNOG.ENOG410QM8H.meta_raw
thiF	gproNOG.ENOG410QIVU.meta_raw
yihU	gproNOG.ENOG410QKHQ.meta_raw
yaeP	gproNOG.ENOG410QWFI.meta_raw
nadD	gproNOG.ENOG410QRGE.meta_raw
fepG	gproNOG.ENOG410QN17.meta_raw
yqiC	gproNOG.ENOG410QVPC.meta_raw
lpfB	gproNOG.ENOG410QR4I.meta_raw
fliD	gproNOG.ENOG410QK56.meta_raw
basS	gproNOG.ENOG410QK12.meta_raw
ydiS	gproNOG.ENOG410QIVD.meta_raw
lplA	gproNOG.ENOG410QKER.meta_raw
b2145	gproNOG.ENOG410QXY3.meta_raw
flgK	gproNOG.ENOG410QIKF.meta_raw
eutH	gproNOG.ENOG410QK96.meta_raw
yniA	gproNOG.ENOG410QHWZ.meta_raw
STY3834	gproNOG.ENOG410QVQ6.meta_raw
metB	gproNOG.ENOG410QIY9.meta_raw
pykA	gproNOG.ENOG410QHQ5.meta_raw
motB	gproNOG.ENOG410QI5M.meta_raw
yqcD	gproNOG.ENOG410QI09.meta_raw
yaeE	gproNOG.ENOG410QJF2.meta_raw
traM	gproNOG.ENOG410QTCV.meta_raw
yicM	gproNOG.ENOG410QK1A.meta_raw
yigL	gproNOG.ENOG410QHYY.meta_raw
group_4828	gproNOG.ENOG410QVWQ.meta_raw
group_5570	gproNOG.ENOG410QMGF.meta_raw
group_1386	gproNOG.ENOG410QMDY.meta_raw
ydiN	gproNOG.ENOG410QN5J.meta_raw
hilC	gproNOG.ENOG410R7W0.meta_raw
rpoA	gproNOG.ENOG410QJ5V.meta_raw
ytfJ	gproNOG.ENOG410QQW1.meta_raw
STY4603	gproNOG.ENOG410QJRJ.meta_raw
STY0041	gproNOG.ENOG410QTHH.meta_raw
group_4976	gproNOG.ENOG410QMYP.meta_raw
exuT	gproNOG.ENOG410QJXV.meta_raw
group_3959	gproNOG.ENOG410QSCJ.meta_raw
hemB	gproNOG.ENOG410QJ3H.meta_raw
mtnN	gproNOG.ENOG410QHTT.meta_raw
acpT	gproNOG.ENOG410QPNM.meta_raw
STY2462	gproNOG.ENOG410QY2Q.meta_raw
STY1855	gproNOG.ENOG410R29W.meta_raw
ssaP	gproNOG.ENOG410R6FZ.meta_raw
yqaE	gproNOG.ENOG410QWSI.meta_raw
group_256	gproNOG.ENOG410QJ1T.meta_raw
hutI	gproNOG.ENOG410QIEM.meta_raw
STY3762	gproNOG.ENOG410QI9B.meta_raw
ydiK	gproNOG.ENOG410QKW7.meta_raw
yfhK	gproNOG.ENOG410QIUG.meta_raw
nrfB	gproNOG.ENOG410QNRB.meta_raw
STY1167	gproNOG.ENOG410QMR9.meta_raw
rpsH	gproNOG.ENOG410QR2H.meta_raw
sprB	gproNOG.ENOG410R2IB.meta_raw
yhbP	gproNOG.ENOG410QS6G.meta_raw
iroB	gproNOG.ENOG410R788.meta_raw
group_2111	gproNOG.ENOG410QRA9.meta_raw
citX2	gproNOG.ENOG410QRWM.meta_raw
ndk	gproNOG.ENOG410QQU8.meta_raw
STY4449	gproNOG.ENOG410QX1H.meta_raw
group_357	gproNOG.ENOG410R8XW.meta_raw
rpmC	gproNOG.ENOG410QVPF.meta_raw
galK	gproNOG.ENOG410QJQV.meta_raw
rfaD	gproNOG.ENOG410QK25.meta_raw
group_5030	gproNOG.ENOG410QV39.meta_raw
group_4011	gproNOG.ENOG410QK1D.meta_raw
ybiN	gproNOG.ENOG410QJ7B.meta_raw
group_3615	gproNOG.ENOG410QSGP.meta_raw
deoA	gproNOG.ENOG410QIXR.meta_raw
group_4636	gproNOG.ENOG410QUSH.meta_raw
ycaI	gproNOG.ENOG410RA18.meta_raw
yghB	gproNOG.ENOG410QK2Z.meta_raw
group_610	gproNOG.ENOG410R1PZ.meta_raw
ubiA	gproNOG.ENOG410QHYZ.meta_raw
thrB	gproNOG.ENOG410QJQA.meta_raw
group_2966	gproNOG.ENOG410QK6X.meta_raw
gabP	gproNOG.ENOG410QK3A.meta_raw
pheP	gproNOG.ENOG410QJPN.meta_raw
iroE	gproNOG.ENOG410QTFY.meta_raw
phoP	gproNOG.ENOG410QJDR.meta_raw
group_2860	gproNOG.ENOG410QYRJ.meta_raw
citD2	gproNOG.ENOG410QUI3.meta_raw
gam	gproNOG.ENOG410QYME.meta_raw
yhcO	gproNOG.ENOG410QTN7.meta_raw
group_3847	gproNOG.ENOG410QJD7.meta_raw
gp13	gproNOG.ENOG410QVRK.meta_raw
infA	gproNOG.ENOG410QTM8.meta_raw
atpA	gproNOG.ENOG410QJFH.meta_raw
group_814	gproNOG.ENOG410QHTI.meta_raw
STY4946	gproNOG.ENOG410QY1J.meta_raw
group_3958	gproNOG.ENOG410QUAQ.meta_raw
mocR	gproNOG.ENOG410QI9B.meta_raw
aroF	gproNOG.ENOG410QHSJ.meta_raw
yusZ	gproNOG.ENOG410QM4A.meta_raw
rrmA	gproNOG.ENOG410QK7A.meta_raw
group_176	gproNOG.ENOG410QRUU.meta_raw
group_879	gproNOG.ENOG410QU40.meta_raw
secG	gproNOG.ENOG410QTW9.meta_raw
STY1499	gproNOG.ENOG410R1K1.meta_raw
yhjG	gproNOG.ENOG410QJNG.meta_raw
rplM	gproNOG.ENOG410QQ2R.meta_raw
yajD	gproNOG.ENOG410QR0J.meta_raw
rfbP	gproNOG.ENOG410QJ6E.meta_raw
ynjH	gproNOG.ENOG410QTQR.meta_raw
glpF	gproNOG.ENOG410QI1K.meta_raw
thrS	gproNOG.ENOG410QI0Y.meta_raw
STY3558	gproNOG.ENOG410QMCW.meta_raw
yhcM	gproNOG.ENOG410QIPA.meta_raw
yahN	gproNOG.ENOG410QP3N.meta_raw
STY4623	gproNOG.ENOG410QU7Z.meta_raw
ybaB	gproNOG.ENOG410QSHH.meta_raw
STY3438	gproNOG.ENOG410R1JR.meta_raw
STY2855	gproNOG.ENOG410QM5D.meta_raw
sfcA	gproNOG.ENOG410QIF1.meta_raw
murQ	gproNOG.ENOG410QHYT.meta_raw
group_3363	gproNOG.ENOG410QKS1.meta_raw
rpoE	gproNOG.ENOG410QJ4Q.meta_raw
yjcO	gproNOG.ENOG410QN5T.meta_raw
pilT	gproNOG.ENOG410QRFH.meta_raw
group_5119	gproNOG.ENOG410QM2X.meta_raw
STY0903	gproNOG.ENOG410QNDU.meta_raw
STY3846	gproNOG.ENOG410QKMR.meta_raw
group_3451	gproNOG.ENOG410QMTG.meta_raw
prpB	gproNOG.ENOG410QJBF.meta_raw
STY4590	gproNOG.ENOG410QYD6.meta_raw
mrdA	gproNOG.ENOG410QI69.meta_raw
pta	gproNOG.ENOG410QHQW.meta_raw
yhiR	gproNOG.ENOG410QIFY.meta_raw
crp	gproNOG.ENOG410QJGM.meta_raw
citX	gproNOG.ENOG410QRWM.meta_raw
group_1309	gproNOG.ENOG410QMDY.meta_raw
STY4198	gproNOG.ENOG410R3XX.meta_raw
pyrI	gproNOG.ENOG410QQ3A.meta_raw
pagC	gproNOG.ENOG410QRGI.meta_raw
yedI	gproNOG.ENOG410QIT1.meta_raw
ydiI	gproNOG.ENOG410QQY1.meta_raw
STY3156	gproNOG.ENOG410QJGS.meta_raw
STY3644	gproNOG.ENOG410RAM2.meta_raw
yiaH	gproNOG.ENOG410QMTY.meta_raw
yqjI	gproNOG.ENOG410QPZZ.meta_raw
yjiX	gproNOG.ENOG410QTQG.meta_raw
insB3	gproNOG.ENOG410QSG1.meta_raw
group_230	gproNOG.ENOG410QK1D.meta_raw
yfiR	gproNOG.ENOG410QRM2.meta_raw
yacC	gproNOG.ENOG410QSFX.meta_raw
yojN	gproNOG.ENOG410QJV1.meta_raw
rdgC	gproNOG.ENOG410QJDI.meta_raw
rhaT	gproNOG.ENOG410QMW4.meta_raw
STY1574	gproNOG.ENOG410QM83.meta_raw
group_2933	gproNOG.ENOG410QVZG.meta_raw
safD	gproNOG.ENOG410R51C.meta_raw
creB	gproNOG.ENOG410QK3F.meta_raw
STY4515	gproNOG.ENOG410QNSC.meta_raw
istB	gproNOG.ENOG410QHRH.meta_raw
STY1887	gproNOG.ENOG410QZR6.meta_raw
flhB	gproNOG.ENOG410QJF6.meta_raw
ylbF	gproNOG.ENOG410QTKR.meta_raw
STY0622	gproNOG.ENOG410QMX0.meta_raw
yddX	gproNOG.ENOG410QV24.meta_raw
gpmB	gproNOG.ENOG410QJ9M.meta_raw
malG	gproNOG.ENOG410QKN2.meta_raw
srlR	gproNOG.ENOG410QIJS.meta_raw
group_2839	gproNOG.ENOG410R8Y8.meta_raw
STY2035	gproNOG.ENOG410QJPW.meta_raw
STY4460	gproNOG.ENOG410R0XH.meta_raw
tesA	gproNOG.ENOG410QR5A.meta_raw
STY4637	gproNOG.ENOG410QUHR.meta_raw
sul2	gproNOG.ENOG410R0UX.meta_raw
brnQ	gproNOG.ENOG410QKUR.meta_raw
atpI	gproNOG.ENOG410QSH8.meta_raw
napC	gproNOG.ENOG410QM46.meta_raw
apbE	gproNOG.ENOG410QIBS.meta_raw
pduE	gproNOG.ENOG410QMTS.meta_raw
ompW	gproNOG.ENOG410QJW0.meta_raw
yiaE	gproNOG.ENOG410QKMV.meta_raw
ybgJ	gproNOG.ENOG410R7EG.meta_raw
STY0291	gproNOG.ENOG410QK92.meta_raw
lrp	gproNOG.ENOG410QK8E.meta_raw
yhjD	gproNOG.ENOG410QHQF.meta_raw
yjfN	gproNOG.ENOG410QUIY.meta_raw
yciC	gproNOG.ENOG410R8FE.meta_raw
arcC	gproNOG.ENOG410QICR.meta_raw
yhfA	gproNOG.ENOG410QPWY.meta_raw
pgtP	gproNOG.ENOG410QNCG.meta_raw
group_1326	gproNOG.ENOG410QTAZ.meta_raw
rfbJ	gproNOG.ENOG410QRP4.meta_raw
tdk	gproNOG.ENOG410QIG3.meta_raw
hslU	gproNOG.ENOG410QHSQ.meta_raw
STY4617	gproNOG.ENOG410QSPJ.meta_raw
yoaA	gproNOG.ENOG410QKHK.meta_raw
group_675	gproNOG.ENOG410QIEY.meta_raw
yffB	gproNOG.ENOG410QTMW.meta_raw
group_3048	gproNOG.ENOG410R3QN.meta_raw
nmpC	gproNOG.ENOG410QJFR.meta_raw
gntR	gproNOG.ENOG410QMDC.meta_raw
ygdH	gproNOG.ENOG410QJ2C.meta_raw
cdtB	gproNOG.ENOG410QUU1.meta_raw
fmt	gproNOG.ENOG410QINX.meta_raw
rzpD	gproNOG.ENOG410QUM5.meta_raw
dinP	gproNOG.ENOG410QIMZ.meta_raw
dnaG	gproNOG.ENOG410QHXQ.meta_raw
tctD	gproNOG.ENOG410QKJK.meta_raw
yncA	gproNOG.ENOG410QP20.meta_raw
group_677	gproNOG.ENOG410QJYT.meta_raw
rpsE	gproNOG.ENOG410QJ8Q.meta_raw
malT	gproNOG.ENOG410QMQH.meta_raw
group_2942	gproNOG.ENOG410R2H4.meta_raw
ytfL	gproNOG.ENOG410QIZE.meta_raw
nuoG	gproNOG.ENOG410RAPD.meta_raw
STY4639	gproNOG.ENOG410QYFB.meta_raw
rpsU	gproNOG.ENOG410QTKZ.meta_raw
yhbQ	gproNOG.ENOG410QW2A.meta_raw
sgcA	gproNOG.ENOG410QRXG.meta_raw
group_960	gproNOG.ENOG410QQUX.meta_raw
group_4315	gproNOG.ENOG410QV8N.meta_raw
stfF	gproNOG.ENOG410QUAQ.meta_raw
group_2883	gproNOG.ENOG410QRQU.meta_raw
rfe	gproNOG.ENOG410QHW5.meta_raw
group_3116	gproNOG.ENOG410QI7A.meta_raw
uxuR	gproNOG.ENOG410QNAU.meta_raw
ybbB	gproNOG.ENOG410QHPV.meta_raw
cydA	gproNOG.ENOG410QICD.meta_raw
rnfA	gproNOG.ENOG410QHZC.meta_raw
STY0359	gproNOG.ENOG410QNV3.meta_raw
STY0042	gproNOG.ENOG410QMYP.meta_raw
yjcH	gproNOG.ENOG410QSSE.meta_raw
yabN	gproNOG.ENOG410QMKF.meta_raw
STY0288	gproNOG.ENOG410QME9.meta_raw
group_459	gproNOG.ENOG410QKU6.meta_raw
STY3844	gproNOG.ENOG410QXPH.meta_raw
yhjB	gproNOG.ENOG410QN4U.meta_raw
araJ	gproNOG.ENOG410QN67.meta_raw
rimK	gproNOG.ENOG410QJSM.meta_raw
STY2778	gproNOG.ENOG410QJBA.meta_raw
xylA	gproNOG.ENOG410QI4V.meta_raw
misL	gproNOG.ENOG410R13A.meta_raw
ftsA	gproNOG.ENOG410QIYH.meta_raw
group_947	gproNOG.ENOG410R456.meta_raw
group_3916	gproNOG.ENOG410QVNS.meta_raw
group_93	gproNOG.ENOG410QKZT.meta_raw
prpC	gproNOG.ENOG410QJKU.meta_raw
pepN	gproNOG.ENOG410QHZX.meta_raw
group_2843	gproNOG.ENOG410QPP7.meta_raw
artP	gproNOG.ENOG410QI5H.meta_raw
group_2522	gproNOG.ENOG410R0FI.meta_raw
secB	gproNOG.ENOG410QI6R.meta_raw
ygfA	gproNOG.ENOG410QR6I.meta_raw
csgB	gproNOG.ENOG410QQIM.meta_raw
STY1276	gproNOG.ENOG410R8K5.meta_raw
ygdB	gproNOG.ENOG410QV3F.meta_raw
group_5174	gproNOG.ENOG410QW4J.meta_raw
rplX	gproNOG.ENOG410QTWS.meta_raw
ycfF	gproNOG.ENOG410QR40.meta_raw
group_6545	gproNOG.ENOG410QPMF.meta_raw
yciI	gproNOG.ENOG410QTPK.meta_raw
STY0756	gproNOG.ENOG410QR53.meta_raw
nrdD	gproNOG.ENOG410QJSG.meta_raw
nfnB	gproNOG.ENOG410QNDK.meta_raw
yjdB	gproNOG.ENOG410QK3M.meta_raw
murG	gproNOG.ENOG410QI5G.meta_raw
sseA	gproNOG.ENOG410QI15.meta_raw
nuoH	gproNOG.ENOG410QKBI.meta_raw
group_4392	gproNOG.ENOG410QI51.meta_raw
ydjM	gproNOG.ENOG410QKDD.meta_raw
yceP	gproNOG.ENOG410QTU3.meta_raw
group_556	gproNOG.ENOG410QMEX.meta_raw
merR	gproNOG.ENOG410QRPQ.meta_raw
rbsC	gproNOG.ENOG410QI6K.meta_raw
yjbR	gproNOG.ENOG410QR6G.meta_raw
group_4839	gproNOG.ENOG410QZE7.meta_raw
lamB	gproNOG.ENOG410QJUY.meta_raw
fruR	gproNOG.ENOG410QM8F.meta_raw
STY0043	gproNOG.ENOG410QJDM.meta_raw
hydG	gproNOG.ENOG410QIDU.meta_raw
ars	gproNOG.ENOG410QIZB.meta_raw
creA	gproNOG.ENOG410QQ82.meta_raw
STY4577	gproNOG.ENOG410QKNW.meta_raw
ybdR	gproNOG.ENOG410QI8P.meta_raw
pefB	gproNOG.ENOG410R6XW.meta_raw
mrsA	gproNOG.ENOG410QII8.meta_raw
group_5893	gproNOG.ENOG410QVCP.meta_raw
amyH	gproNOG.ENOG410R8EY.meta_raw
cbiH	gproNOG.ENOG410QQB2.meta_raw
pefA	gproNOG.ENOG410QXB1.meta_raw
yihW	gproNOG.ENOG410QHR0.meta_raw
dadA	gproNOG.ENOG410QIKI.meta_raw
STY1988	gproNOG.ENOG410QWDR.meta_raw
carB	gproNOG.ENOG410QJFK.meta_raw
yedD	gproNOG.ENOG410QRW2.meta_raw
aroP	gproNOG.ENOG410QJPN.meta_raw
group_2604	gproNOG.ENOG410QJJN.meta_raw
dsrB	gproNOG.ENOG410QVWB.meta_raw
group_5035	gproNOG.ENOG410QXI9.meta_raw
modA	gproNOG.ENOG410QKAB.meta_raw
yjiU	gproNOG.ENOG410QT0V.meta_raw
fhuB	gproNOG.ENOG410QJVN.meta_raw
trmA	gproNOG.ENOG410QIWB.meta_raw
group_2898	gproNOG.ENOG410QW8Z.meta_raw
fabF	gproNOG.ENOG410R140.meta_raw
napF	gproNOG.ENOG410QSIT.meta_raw
group_84	gproNOG.ENOG410QMZC.meta_raw
glpR	gproNOG.ENOG410QIVY.meta_raw
bcfE	gproNOG.ENOG410QVDW.meta_raw
glyS	gproNOG.ENOG410QI9E.meta_raw
hypF	gproNOG.ENOG410QJJ4.meta_raw
yobF	gproNOG.ENOG410QW9V.meta_raw
yqcC	gproNOG.ENOG410QVPV.meta_raw
yecD	gproNOG.ENOG410QK2U.meta_raw
STY1875	gproNOG.ENOG410R3YB.meta_raw
hflX	gproNOG.ENOG410QI5T.meta_raw
srfJ	gproNOG.ENOG410QIHQ.meta_raw
STY2409	gproNOG.ENOG410QNAV.meta_raw
ssaU	gproNOG.ENOG410RAU3.meta_raw
fadA	gproNOG.ENOG410QHVV.meta_raw
ycfN	gproNOG.ENOG410QKN8.meta_raw
STY0046	gproNOG.ENOG410QMIC.meta_raw
thiC	gproNOG.ENOG410QIKG.meta_raw
ppk	gproNOG.ENOG410QJ2D.meta_raw
group_9423	gproNOG.ENOG410QQ00.meta_raw
group_98	gproNOG.ENOG410RA2D.meta_raw
group_627	gproNOG.ENOG410QPP2.meta_raw
napG	gproNOG.ENOG410QM5I.meta_raw
yqjH	gproNOG.ENOG410QISC.meta_raw
pgm	gproNOG.ENOG410QHUJ.meta_raw
group_6906	gproNOG.ENOG410QKCE.meta_raw
tyrP	gproNOG.ENOG410QMI7.meta_raw
yhjJ	gproNOG.ENOG410QJKI.meta_raw
tehB	gproNOG.ENOG410QIPZ.meta_raw
rob	gproNOG.ENOG410QIUZ.meta_raw
recB	gproNOG.ENOG410QIIR.meta_raw
ilvI	gproNOG.ENOG410QI57.meta_raw
STY4605	gproNOG.ENOG410QVYG.meta_raw
hutH	gproNOG.ENOG410QI66.meta_raw
mepA	gproNOG.ENOG410QJ6B.meta_raw
yihV	gproNOG.ENOG410QMH6.meta_raw
pdxB	gproNOG.ENOG410QHUQ.meta_raw
group_2797	gproNOG.ENOG410QY8U.meta_raw
group_776	gproNOG.ENOG410QIZC.meta_raw
group_4073	gproNOG.ENOG410QM37.meta_raw
STY4459	gproNOG.ENOG410R8I4.meta_raw
STY1364	gproNOG.ENOG410R3S9.meta_raw
STY1032	gproNOG.ENOG410QW2D.meta_raw
yreP	gproNOG.ENOG410QNMR.meta_raw
pucJ	gproNOG.ENOG410R13F.meta_raw
STY1867	gproNOG.ENOG410QX4R.meta_raw
rpmB	gproNOG.ENOG410QTMD.meta_raw
gabD	gproNOG.ENOG410QHQJ.meta_raw
asrB	gproNOG.ENOG410QPD0.meta_raw
group_8460	gproNOG.ENOG410QIUB.meta_raw
eutD	gproNOG.ENOG410QKKI.meta_raw
rnb	gproNOG.ENOG410RAKF.meta_raw
group_4789	gproNOG.ENOG410QHV6.meta_raw
yjgN	gproNOG.ENOG410QN1Q.meta_raw
yjgI	gproNOG.ENOG410QMCU.meta_raw
STY4564	gproNOG.ENOG410QVW6.meta_raw
group_4825	gproNOG.ENOG410QJI9.meta_raw
group_1782	gproNOG.ENOG410QYAW.meta_raw
STY1681	gproNOG.ENOG410QKQN.meta_raw
group_422	gproNOG.ENOG410QIB8.meta_raw
nacR	gproNOG.ENOG410QMK7.meta_raw
group_601	gproNOG.ENOG410R521.meta_raw
menB	gproNOG.ENOG410RASC.meta_raw
ycfH	gproNOG.ENOG410QINF.meta_raw
prgJ	gproNOG.ENOG410R5QD.meta_raw
STY0945	gproNOG.ENOG410R6HR.meta_raw
group_997	gproNOG.ENOG410QWYQ.meta_raw
abc	gproNOG.ENOG410RAYU.meta_raw
group_3102	gproNOG.ENOG410QNI3.meta_raw
group_2840	gproNOG.ENOG410QS1A.meta_raw
vtaK	gproNOG.ENOG410QQ8T.meta_raw
stcB	gproNOG.ENOG410QPJB.meta_raw
cyoD	gproNOG.ENOG410QS96.meta_raw
group_4838	gproNOG.ENOG410QRBN.meta_raw
group_2664	gproNOG.ENOG410R162.meta_raw
nusB	gproNOG.ENOG410QS2G.meta_raw
yfhP	gproNOG.ENOG410QQWA.meta_raw
yfcJ	gproNOG.ENOG410QKF0.meta_raw
STY2345	gproNOG.ENOG410R0TY.meta_raw
stkD	gproNOG.ENOG410QRIE.meta_raw
trxA	gproNOG.ENOG410QS7H.meta_raw
ykgD	gproNOG.ENOG410QMT9.meta_raw
prgK	gproNOG.ENOG410QQ7V.meta_raw
STY1022	gproNOG.ENOG410QV4T.meta_raw
group_1521	gproNOG.ENOG410QN72.meta_raw
yhhF	gproNOG.ENOG410QI1R.meta_raw
aroL	gproNOG.ENOG410QR8B.meta_raw
yoaB	gproNOG.ENOG410QSFQ.meta_raw
hisH	gproNOG.ENOG410QJ38.meta_raw
group_1447	gproNOG.ENOG410QTAZ.meta_raw
nikR	gproNOG.ENOG410QU4F.meta_raw
yobD	gproNOG.ENOG410QPH1.meta_raw
group_1301	gproNOG.ENOG410QS1A.meta_raw
yjcB	gproNOG.ENOG410QURD.meta_raw
rhtC	gproNOG.ENOG410QIKZ.meta_raw
ygdI	gproNOG.ENOG410QU4S.meta_raw
STY2606	gproNOG.ENOG410QV3A.meta_raw
ggt	gproNOG.ENOG410QJ45.meta_raw
ynfL	gproNOG.ENOG410QI8J.meta_raw
yibG	gproNOG.ENOG410R8J9.meta_raw
yggT	gproNOG.ENOG410QR2X.meta_raw
STY4781	gproNOG.ENOG410QU2X.meta_raw
yecS	gproNOG.ENOG410QJI3.meta_raw
sodC	gproNOG.ENOG410QQ0T.meta_raw
group_2392	gproNOG.ENOG410R1BF.meta_raw
sseE	gproNOG.ENOG410QYJ9.meta_raw
group_2997	gproNOG.ENOG410QKZT.meta_raw
ybaW	gproNOG.ENOG410QQ93.meta_raw
spvB	gproNOG.ENOG410QKGF.meta_raw
ybdO	gproNOG.ENOG410QJ4S.meta_raw
radC	gproNOG.ENOG410QIHR.meta_raw
aldB	gproNOG.ENOG410QHQJ.meta_raw
cysH	gproNOG.ENOG410QJFI.meta_raw
group_3000	gproNOG.ENOG410QTRV.meta_raw
